id,title,description,category,priority,is_fake,is_duplicate,is_anomaly
163,Special bus for examination cancelled,The college had promised a special bus service for the examination week for outstation students. This service was cancelled the evening before the exams with no alternative provided.,TRANSPORTATION,HIGH,false,false,false
164,Driver playing loud music,The bus driver plays extremely loud music during the journey making it impossible for students to sleep review notes or have a conversation. Requests to reduce the volume are ignored.,TRANSPORTATION,LOW,false,false,false
165,Bus timings changed without notice,The morning bus pick-up timing was changed from 7:30 AM to 6:45 AM without informing students. Several students missed the bus on the first day and were marked absent.,TRANSPORTATION,MEDIUM,false,false,false
166,Bus not sanitized during flu season,During the ongoing flu season the college buses have not been sanitized at all. Students sharing seats in an enclosed bus during illness outbreaks is a preventable risk.,TRANSPORTATION,HIGH,false,false,false
167,Female students not given priority seating,Female students are not given priority seating as stated in the transport policy. Male students occupying front seats refuse to move and the conductor does not intervene.,TRANSPORTATION,MEDIUM,false,false,false
168,New students unaware of bus routes,New students joining midway through the semester are not informed about bus routes timings or pass procedures. The transport office does not have any published guide.,TRANSPORTATION,LOW,false,false,false
169,Bus attendance not matching actual students,The transport attendance register shows students as present on days they did not board the bus. This creates compliance and accountability issues.,TRANSPORTATION,MEDIUM,false,false,true
170,Emergency helpline not working on bus,The emergency helpline number displayed inside the college buses has been non-functional for months. Students have no way to report incidents during travel.,TRANSPORTATION,HIGH,false,false,false
171,New books not procured for new syllabus,The library has not procured books for three subjects introduced in the revised curriculum this year. Students have no reference material and cannot afford to buy all titles.,LIBRARY,HIGH,false,false,false
172,Library computers very slow,The computers available in the digital library section are very old and extremely slow. Loading a research paper takes several minutes and they frequently freeze during use.,LIBRARY,LOW,false,false,false
173,Books not returned by faculty on time,Several faculty members have borrowed books reserved for students and have not returned them for months. The library does not enforce return deadlines for faculty.,LIBRARY,MEDIUM,false,false,false
174,Thesis submission rejected at library,My final year thesis was rejected by the library for binding format issues. The library had never communicated the specific format requirements to students beforehand.,LIBRARY,MEDIUM,false,false,false
175,No access to e-resources from home,Students cannot access the college's subscribed e-journals and databases from off-campus. During examination and project season this severely limits research capability.,LIBRARY,HIGH,false,false,false
176,Librarian absent frequently,The chief librarian is absent for several days each week and there is no substitute with authority to approve book reservations or handle complaints during these absences.,LIBRARY,MEDIUM,false,false,false
